,Unnamed: 0,valence,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,cat
168345,0.9865170514473222,0.964,0.2108433734939759,"[""Herman's Hermits""]",0.7186234817813765,1.7200457440122553e-34,0.722,0.0,43LT5KZkhHbSqOjOUeQbh6,1.26e-05,0.0,0.297,0.9999992692329707,1.0,Wonderful World (Re-Record),1.880896391478374e-10,0.0546391752577319,2.8362744435619486e-13,1.0
163314,0.9570373842728233,0.943,0.1897590361445783,['Los Lobos'],0.7034412955465587,2.477719713190231e-34,0.699,0.0,3fsoy6JnwelplA7CEqUyJz,1.43e-06,3.1304783370897525e-06,0.312,0.9999991485174168,1.0,Serenata Nortena,1.1810279667422527e-10,0.0719587628865979,2.807067475821981e-13,1.0
154470,0.9052150474627916,0.906,0.2028112449799197,['Ariel Camacho y Los Plebes Del Rancho'],0.7510121457489879,3.7048296561066782e-34,0.709,0.0,3CHXRZcSxwigA1NIsJjs32,0.0,0.0,0.318,0.9999993829036108,1.0,Entre Pláticas y Dudas,2.4495394865765103e-10,0.0364948453608247,2.397290319946579e-13,1.0
163504,0.9581507090120708,0.934,0.2359437751004016,['John Anderson'],0.7125506072874493,2.3299938681453826e-34,0.651,0.0,4eM9PY7vgB8wnJPJmeb5AB,0.0,8.9442238202562e-07,0.275,0.9999989339966108,1.0,"Tokyo, Oklahoma",9.623190840121778e-11,0.0359793814432989,2.750772594811864e-13,1.0
167189,0.979743349349584,0.924,0.1315261044176706,['Costumbre'],0.6902834008097166,4.05596988874123e-34,0.723,0.0,6dAeA3F97pOnsePARX6cug,0.0,0.0,0.334,0.9999992204263141,1.0,Como olvidarte,1.9246381680243967e-10,0.0868041237113402,3.041143030419756e-13,1.0
